year	visitorid	hitdatahistorymkey	filename	linenumber	brandcode	visitoridhigh	visitoridlow	visitnumber	visitdatetime	visitdate	fiscalyear	fiscalmonthnumber	fiscalweeknumber	hit_time_gmt	service	acceptlanguage	eventlist	homepage	ip	pageevent	pageeventvar1	pageeventvar2	pagetype	pageurl	pagename	productlist	userserver	channel	sitesection	category	subcategory	subcategory2	pagecategory	searchterms	searchresults	refinementtype	refinementattribute	myaccountengagement	formanalysis	emailsubscriptionadd	emailsubscriptionremove	linklocation	navigationlinks	searchtype	businessunit	categoryxid	alternative	rbtused	resulttype	refinementattribute2	refinementattribute3	refinementattribute4	refinementattribute5	refinementattribute6	refinementattribute7	pagetypemerch	prop29	flashcreative	flashcreativeengagement	pdpengagement	prop33	prop34	prop35	prop36	prop37	prop38	prop39	prop40	prop41	language	prop43	prop44	prop45	prop46	prop47	prop48	prop49	prop50	ordernumber	state	useragent	zip	searchengine	excludehit	hier1	hier2	hier3	hier4	hier5	browser	postbrowserheight	postbrowserwidth	postcookies	postjavaenabled	postpersistentcookie	color	connectiontype	country	domain	postttimeinfo	javascript	language_0001	os	plugins	resolution	lasthittimegmt	firsthittimegmt	visitstarttimegmt	lastpurchasetimegmt	lastpurchasenum	firsthitpagename	visitstartpagename	visitreferrer	visitsearchengine	visitpagenum	prevpage	geocity	geocountry	georegion	duplicatepurchase	newvisit	dailyvisitor	hourlyvisitor	monthlyvisitor	yearlyvisitor	postcampaign	sitesection_0001	category_0001	subcategory_0001	subcategory2_0001	internaltrackingcode	searchterms_0001	productfindingmethods	paymentmethod	shippingmethod	ordernumber_0001	warrantiespresented	warrantycategory	crosssoldproduct	crosssoldinfluence	crossselltype	evar16	promocode	formanalysis2	calculatorengagement	bazaarvoice	catalogid	customerconnection	evar23	evar24	evar25	evar26	scene7	evar28	addonsbuytogether	addonsymal	mvtparameters	evar34	evar35	evar36	evar37	evar38	evar39	language_0002	freshstartcomplete	opentobuy	institutionid	cdeincreasepayment	cdedeferredoffer	cdedspomodel	cdeemailoptin	evar48	paidsearchrawquery	evar50	post_evar1	post_evar2	post_evar3	post_evar4	post_evar5	post_evar6	post_evar7	post_evar8	post_evar9	post_evar10	post_evar11	post_evar12	post_evar13	post_evar14	post_evar15	post_evar16	post_evar17	post_evar18	post_evar19	post_evar20	post_evar21	post_evar22	post_evar23	post_evar24	post_evar25	post_evar26	post_evar27	post_evar28	post_evar29	post_evar30	post_evar33	post_evar34	post_evar35	post_evar36	post_evar37	post_evar38	post_evar39	post_evar40	post_evar41	post_evar42	post_evar43	post_evar44	post_evar45	post_evar46	post_evar47	post_evar48	post_evar49	post_evar50	clickaction	clickactiontype	clickcontext	clickcontexttype	clicksourceid	clicktag	visitid	cookieid	checkoutthankyouflag	evar51	evar52	evar53	evar54	evar55	evar56	evar57	evar58	evar59	evar60	evar61	evar62	evar63	evar64	evar65	evar66	evar67	evar68	evar69	evar70	evar71	evar72	evar73	evar74	evar75	evar76	evar77	evar78	evar79	evar80	evar81	evar82	evar83	evar84	evar85	evar86	evar87	evar88	evar89	evar90	evar91	evar92	evar93	evar94	evar95	evar96	evar97	evar98	evar99	evar100	initialloaddate	updatedloaddate	devicetype
2022	47403218236127735303037581179297206146	16261502981	hit_data_fingerhutcomprod_2022-01-01.tsv	992881	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:13:06.000000	01JAN2022	2022	1	1	1641053586	pe	en-US,en;q=0.9	111,112,122,130,143,145,155,159,171,10005,10030,10038,10039,10096	U	174.74.143.143	10		PLP_ProductPosition:Shoes:Women's Shoes:NQ1AK:173		https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29	Shoes:Women's Shoes								category								https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24																Prospect					80c88b22a0914da3ab10e5a160d397a0		img-responsive								Advantage									Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053570	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	148	0	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	5124121410										5124121410																			Advantage		1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		0			0	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/product/NQ1AK?cat=29	0	Shoes:Women's Shoes	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						Shoes:Women's Shoes				Browse:CategoryXID29:NQ1AK:173												xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261502982	hit_data_fingerhutcomprod_2022-01-01.tsv	992882	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:13:07.000000	01JAN2022	2022	1	1	1641053587	ss	en-US,en;q=0.9	287=18,288=0,20113=13,20538=800,20539=397,20540=403,20541=0,20542=11.99,256,20391,2,20170,111,112,118,121,122,130,131,142,143,144,145,155,171,10005,10013,10030,10038,10039,10096	U	174.74.143.143	0				https://www.fingerhut.com/product/NQ1AK?cat=29	pdp:Birkenstock Women's Arizona Essentials EVA Sandal	;NQ1AK;;;;eVar50=kitchen+appliances|eVar1=Shoes|eVar2=Shoes:Women's Shoes|eVar3=Shoes:Women's Shoes|eVar4=Shoes:Women's Shoes|eVar53=https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24|eVar5=product detail page|eVar69=49.99			Shoes	Shoes:Women's Shoes	Shoes:Women's Shoes	Shoes:Women's Shoes	product detail page					50	AlreadyEnrolled		https://www.fingerhut.com/product/NQ1AK?cat=29																Prospect				Prospect	80c88b22a0914da3ab10e5a160d397a0				1000						Advantage								AZ	Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053586	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	149	2537755705	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/product/NQ1AK?cat=29	5124121410						3.9			8	5124121410																		so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/product/NQ1AK?cat=29	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		3.9			8	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1						0		0	0		303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						pdp:Birkenstock Women's Arizona Essentials EVA Sandal																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261502983	hit_data_fingerhutcomprod_2022-01-01.tsv	992883	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:13:09.000000	01JAN2022	2022	1	1	1641053589	pe	en-US,en;q=0.9	256,20100,111,112,122,130,143,145,155,171,10005,10030,10038,10039,10096	U	174.74.143.143	10		AvailabilityTemporarilyOOS		https://www.fingerhut.com/product/NQ1AK?cat=29	pdp:Birkenstock Women's Arizona Essentials EVA Sandal	;NQ1AK;;;;eVar50=kitchen+appliances|eVar53=https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24|eVar69=49.99							product detail page								https://www.fingerhut.com/product/NQ1AK?cat=29																Prospect					80c88b22a0914da3ab10e5a160d397a0										Advantage									Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053587	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	150	0	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/product/NQ1AK?cat=29	5124121410										5124121410																			Advantage		1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/product/NQ1AK?cat=29	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		3.9			8	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1						0		0	0		303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						pdp:Birkenstock Women's Arizona Essentials EVA Sandal																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261502984	hit_data_fingerhutcomprod_2022-01-01.tsv	992884	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:13:58.000000	01JAN2022	2022	1	1	1641053638	ss	en-US,en;q=0.9	20113=35,20538=800,20539=397,20540=403,20541=0,20170,106,111,112,122,130,131,142,143,144,145,155,171,10005,10013,10030,10038,10039,10096	U	174.74.143.143	0				https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	Shoes:Women's Shoes				Shoes	Shoes:Women's Shoes	Shoes:Women's Shoes	Shoes:Women's Shoes	category		1551			50	AlreadyEnrolled		https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24																Prospect				Prospect	80c88b22a0914da3ab10e5a160d397a0				1000						Advantage								AZ	Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053589	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	151	1616582207	gilbert	usa	az	0	0	0	0	0	0								Browse					https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	5124121410										5124121410																		so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		3.9			8	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/product/NQ1AK?cat=29#	0	pdp:Birkenstock Women's Arizona Essentials EVA Sandal	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						Shoes:Women's Shoes																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261502985	hit_data_fingerhutcomprod_2022-01-01.tsv	992885	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:14:34.000000	01JAN2022	2022	1	1	1641053674	pe	en-US,en;q=0.9	111,112,122,130,143,145,155,171,10005,10030,10038,10039,10096	U	174.74.143.143	10		ListingPage:BottomPagination9		https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	Shoes:Women's Shoes								category								https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24																Prospect					80c88b22a0914da3ab10e5a160d397a0			BottomPagination9							Advantage									Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053638	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	152	0	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	5124121410										5124121410																			Advantage		1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		3.9			8	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=9&itemsPerPage=24	0	Shoes:Women's Shoes	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						Shoes:Women's Shoes																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584389	hit_data_fingerhutcomprod_2022-01-01.tsv	1074398	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:15:18.000000	01JAN2022	2022	1	1	1641053718	pe	en-US,en;q=0.9	111,112,122,130,143,145,155,171,10005,10030,10038,10039,10096	U	174.74.143.143	10		ListingPage:BottomPagination10		https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	Shoes:Women's Shoes								category								https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=9&itemsPerPage=24																Prospect					80c88b22a0914da3ab10e5a160d397a0			BottomPagination10							Advantage									Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053674	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	153	0	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=9&itemsPerPage=24	5124121410										5124121410																			Advantage		1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=9&itemsPerPage=24	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		3.9			8	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=10&itemsPerPage=24	0	Shoes:Women's Shoes	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						Shoes:Women's Shoes																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584390	hit_data_fingerhutcomprod_2022-01-01.tsv	1074399	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:16:06.000000	01JAN2022	2022	1	1	1641053766	pe	en-US,en;q=0.9	111,112,122,130,143,145,155,159,171,10005,10030,10038,10039,10096	U	174.74.143.143	10		PLP_ProductPosition:Shoes:Women's Shoes:NOSJN:236		https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=8&itemsPerPage=24	Shoes:Women's Shoes								category								https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=10&itemsPerPage=24																Prospect					80c88b22a0914da3ab10e5a160d397a0		img-responsive								Advantage									Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053718	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	154	0	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=10&itemsPerPage=24	5124121410										5124121410																			Advantage		1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=10&itemsPerPage=24	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		3.9			8	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/product/NOSJN?cat=29	0	Shoes:Women's Shoes	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						Shoes:Women's Shoes				Browse:CategoryXID29:NOSJN:236												xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584391	hit_data_fingerhutcomprod_2022-01-01.tsv	1074400	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:16:07.000000	01JAN2022	2022	1	1	1641053767	ss	en-US,en;q=0.9	287=14,288=0,20113=17,20538=800,20539=397,20540=403,20541=0,20542=14.99,256,20391,2,20170,111,112,118,121,122,130,131,142,143,144,145,155,171,10005,10013,10030,10038,10039,10096	U	174.74.143.143	0				https://www.fingerhut.com/product/NOSJN?cat=29	pdp:Birkenstock Women's Gizeh Original Footbed Birko-Flor Thong Sandal	;NOSJN;;;;eVar50=kitchen+appliances|eVar1=Featured Shops|eVar2=Featured Shops|eVar3=Featured Shops|eVar4=Featured Shops|eVar53=https://www.fingerhut.com/search/Shoes/Women's%20Shoes?categoryId=29&page=10&itemsPerPage=24|eVar5=product detail page|eVar69=109.99			Featured Shops	Featured Shops	Featured Shops	Featured Shops	product detail page					50	AlreadyEnrolled		https://www.fingerhut.com/product/NOSJN?cat=29																Prospect				Prospect	80c88b22a0914da3ab10e5a160d397a0				1000						Advantage								AZ	Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053766	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	155	2537755705	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/product/NOSJN?cat=29	5124121410						4.3			26	5124121410																		so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/product/NOSJN?cat=29	5124121410	Mega:Clothing & Shoes:Shoes:Women's Shoes	Auto-Suggest:index 0:kitchen appliances		False		4.3			26	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1						0		0	0		303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						pdp:Birkenstock Women's Gizeh Original Footbed Birko-Flor Thong Sandal																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584392	hit_data_fingerhutcomprod_2022-01-01.tsv	1074401	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:17:09.000000	01JAN2022	2022	1	1	1641053829	pe	en-US,en;q=0.9	111,112,113,122,130,143,145,155,171,10005,10030,10038,10039,10096	U	174.74.143.143	10		Mega:Health & Beauty:Makeup		https://www.fingerhut.com/product/NOSJN?cat=29	pdp:Birkenstock Women's Gizeh Original Footbed Birko-Flor Thong Sandal								product detail page								https://www.fingerhut.com/product/NOSJN?cat=29																Prospect					80c88b22a0914da3ab10e5a160d397a0										Advantage									Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053767	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	156	0	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/product/NOSJN?cat=29	5124121410	Mega:Health & Beauty:Makeup									5124121410																			Advantage		1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/product/NOSJN?cat=29	5124121410	Mega:Health & Beauty:Makeup	Auto-Suggest:index 0:kitchen appliances		False		4.3			26	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/product/NOSJN?cat=29#	0	pdp:Birkenstock Women's Gizeh Original Footbed Birko-Flor Thong Sandal	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						pdp:Birkenstock Women's Gizeh Original Footbed Birko-Flor Thong Sandal																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584393	hit_data_fingerhutcomprod_2022-01-01.tsv	1074402	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:17:12.000000	01JAN2022	2022	1	1	1641053832	ss	en-US,en;q=0.9	20113=33,20538=800,20539=397,20540=403,20541=0,20170,106,111,112,122,130,131,142,143,144,145,155,171,10005,10013,10030,10038,10039,10096	U	174.74.143.143	0				https://www.fingerhut.com/search/Health%20&%20Beauty/Makeup?categoryId=57	Health & Beauty:Makeup				Health & Beauty	Health & Beauty:Makeup	Health & Beauty:Makeup	Health & Beauty:Makeup	category		120			50	AlreadyEnrolled		https://www.fingerhut.com/search/Health%20&%20Beauty/Makeup?categoryId=57																Prospect				Prospect	80c88b22a0914da3ab10e5a160d397a0				1000						Advantage								AZ	Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053829	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	157	2729695360	gilbert	usa	az	0	0	0	0	0	0								Browse					https://www.fingerhut.com/search/Health%20&%20Beauty/Makeup?categoryId=57	5124121410										5124121410																		so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/search/Health%20&%20Beauty/Makeup?categoryId=57	5124121410	Mega:Health & Beauty:Makeup	Auto-Suggest:index 0:kitchen appliances		False		4.3			26	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/search/Health%20&%20Beauty/Makeup?categoryId=57	0	pdp:Birkenstock Women's Gizeh Original Footbed Birko-Flor Thong Sandal	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						Health & Beauty:Makeup																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584394	hit_data_fingerhutcomprod_2022-01-01.tsv	1074403	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:17:48.000000	01JAN2022	2022	1	1	1641053868	ss	en-US,en;q=0.9	287=6,288=3,20113=15,20538=800,20539=397,20540=403,20541=0,20542=24.99,256,20391,2,20170,111,112,118,121,122,130,131,142,143,144,145,155,171,10005,10013,10030,10038,10039,10096	U	174.74.143.143	0				https://www.fingerhut.com/product/NRFVB?readReviews=true	pdp:Luminess Icon Airbrush System	;NRFVB;;;;eVar50=kitchen+appliances|eVar1=Featured Shops|eVar2=Featured Shops:Fashion Savings|eVar3=Featured Shops:Fashion Savings|eVar4=Featured Shops:Fashion Savings|eVar53=https://www.fingerhut.com/search/Health%20&%20Beauty/Makeup?categoryId=57|eVar5=product detail page|eVar69=249.99			Featured Shops	Featured Shops:Fashion Savings	Featured Shops:Fashion Savings	Featured Shops:Fashion Savings	product detail page					49	AlreadyEnrolled		https://www.fingerhut.com/product/NRFVB?readReviews=true																Prospect				Prospect	80c88b22a0914da3ab10e5a160d397a0				1000						Advantage								AZ	Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		0	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053832	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	158	2662911946	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/product/NRFVB?readReviews=true	5124121410						4.7			3	5124121410																		so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/product/NRFVB?readReviews=true	5124121410	Mega:Health & Beauty:Makeup	Auto-Suggest:index 0:kitchen appliances		False		4.7			3	5124121410			so257_test_50	Organic														so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1					https://www.fingerhut.com/product/NRFVB?readReviews=true	0	Health & Beauty:Makeup	1	0	A	303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						pdp:Luminess Icon Airbrush System																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
2022	47403218236127735303037581179297206146	16261584396	hit_data_fingerhutcomprod_2022-01-01.tsv	1074405	FDM	4740321823612773376	3037581179297205760	2	01JAN2022:10:18:28.000000	01JAN2022	2022	1	1	1641053908	ss	en-US,en;q=0.9	20113=10,20538=800,20539=397,20540=403,20541=0,20170,111,112,122,131,141,142,143,144,145,155,171,10005,10013,10030,10038,10039,10048,10096	U	174.74.143.143	0				https://www.fingerhut.com/	index				index	index	index	index	index					50	AlreadyEnrolled		https://www.fingerhut.com/																Prospect				Prospect	80c88b22a0914da3ab10e5a160d397a0				1000						Advantage								AZ	Mozilla/5.0 (Linux; Android 11; SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36		57	0						2936625532	772	414	Y	N	Y	2	2	304	cox.net	1/0/2022 8:30:7 6 420	7	45	2579877131		0	1641053908	1641007554	1641051008	0	0	index	my account:sign in	https://www.google.com/	57	160	1025287672	gilbert	usa	az	0	0	0	0	0	0													https://www.fingerhut.com/	5124121410										5124121410																	SL2_Automated_Audience_Footwear	so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1										kitchen appliances	Browse	bluestemBrandsCredit	standard			https://www.fingerhut.com/	5124121410	Mega:Health & Beauty:Makeup	Auto-Suggest:index 0:kitchen appliances		False		4.7			3	5124121410		so308_control_50	so257_test_50	Organic													SL2_Automated_Audience_Footwear	so_targeting : Advantage	Advantage	HP_PB2_VPFS_BAU_MKTGTST	1						0		0	0		303758117929720614647403218236127735302	30375811792972061464740321823612773530	0						index																xs																													02JAN2022:02:39:13.000000	02JAN2022:02:39:13.000000	Tablet
